A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID,,
亞洲象,,,大象,MULTIPOINT ((121.5829350 24.9941690)),熱帶雨林區,,Asian Elephant,Elephas maximus,脊索動物門,哺乳綱,長鼻目,象科,瀕危 EN,印度和東南亞的部分地區，包括蘇門答臘和婆羅洲。亞洲象以前分布廣泛，北部遠到喜馬拉雅山南部，遍及東南亞和中國長江。,草原、熱帶常綠森林、濕潤的落葉林和灌木林,"1. 身軀龐大，頭大，四肢粗壯，體色暗灰。
  2 .亞洲象與非洲象不同之處包括:耳朵較小，背凸起呈圓形，鼻端有一個呈手指狀的突出物，由於此突出物有大量的神經細胞，因此使象鼻像人類的手指一樣靈活。
  3. 前腳有5隻腳趾，後腳有四趾，前額有中溝分成兩半等。
  4. 雌象即使有象牙亦不是太突出，雄象體型比雌象大。","1. 活動時間為清晨、黃昏、夜行性。多於樹林中活動，白天留在濃密陰涼的地方，不似非洲象般耐熱。
 2. 喜愛洗泥濘、塵土浴，可以防曬、防蟲。通常會生活在水源充足之處，主要的食物草較茂盛。每天2/3以上的時間在採食。
 3. 公象眼睛和耳間有顳腺在發情期間會分泌油性腺液，且此段期間雄性個體性情非常不穩定。
 4. 亞洲象是母系社會每群由數頭到數十頭象不等，其中由一頭最資深的母象作首領。牠們沒有固定的棲息地點，分布範圍亦廣。
 5. 象牙指的是大象上顎的門齒，是公象的重要特徵之一。象牙的功用在於剝樹皮、掘樹根，也是顯耀社會地位及攻擊敵人的武器。
 6. 象的臼齒因長期咀嚼樹皮等粗糙的食物而容易磨損，此時新的臼齒會開始生長，並將原來的臼齒擠落，一生中有六副臼齒。",草食性，包括草，樹葉，樹皮，灌木，野香蕉樹葉及樹心，甘蔗，水果。,棲息地的喪失、棲地破碎化,,,,,AsianElephant,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic01.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic02.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic03.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Duu-35ByQs8QpjQCfBHHroP,2017/9/29,10,,分布
孟加拉虎,,,老虎,MULTIPOINT ((121.5832372 24.9941782)),熱帶雨林區,,Bengal Tiger,Panthera tigris tigris,脊索動物門,哺乳綱,食肉目,貓科,瀕危 EN,印度，孟加拉國，尼泊爾，不丹和中國,雨林，森林，紅樹林沼澤，溫帶與熱帶草原，岩石地區等，只要有植物覆蓋、水源及獵物就可以生存),"1.體色呈黃或土黃色，身上有一系列狹窄的黑色條紋，腹部呈白色，頭部條紋則較密，耳背為黑色，有白斑。眼睛周圍的黑線通常是對稱的，但臉部兩側的標記通常是不對稱的。尾巴是橘紅色的，並帶有幾個黑帶。
 2.棲地越北方的老虎體型越大，體毛顏色越淺如東北虎(又稱西伯利亞虎)是體型最大的老虎，蘇門答臘虎是體型最小的虎。","1. 黃昏、夜行性，偶爾會在日間活動。
 2. 單獨生活，除了母親與幼獸以外。基本上是單獨活動，但這不代表動物間沒有互相影響; 牠們經由聽覺與嗅覺保持連繫，肛門腺會分泌一種氣味強烈的液體，有劃分範圍和標示行跡的作用。
 3. 雌性在動情期間會很頻繁地活動及發出聲音吸引雄性，一隻雌虎看中一隻雄虎後，牠會在雄虎前走過來晃過去，並用尾撩撥雄虎的背。
 4. 老虎不怕水，且善於游泳，為了躲避酷熱的天候，會跳入水中保持清涼。
 5. 老虎具有靈敏的聽覺、尖銳的牙齒和可伸縮的利爪，加上身上的條紋有隱蔽的效果，使牠成為森林裡頂尖的獵捕高手。",肉食性;中大型哺乳動物:水牛、鹿、熊、豬等;偶爾也吃小型哺乳動物：山羌和鳥。,棲地喪失、違法獵捕、森林大火、棲地破碎化,,,,,Tiger,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic01.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic02.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic03.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DuRjK-JM9C47NtwvOcbxsRh,2017/9/29,11,,食性
花豹,,,,MULTIPOINT ((121.5829350 24.9944267)),熱帶雨林區,,Leopard,Panthera pardus,脊索動物門,哺乳綱,食肉目,貓科,易危 VU,範圍廣泛，包括非洲、中東、亞洲東部、西南及南部等地的森林、草原、樹叢。,多樣化:低地森林，山嶺，草原，灌木地帶，沙漠,"1.黃褐色的身體上有許多黑色空心的斑塊；腹面白色，雜有黑色斑點，所有的花豹臉上都有斑點，而每隻花豹臉上的斑點圖案都不同，就如同我們的指紋。
2.花豹中有些體色全黑，稱之為黑豹，實際上牠們是同一種動物只是毛色基因組合剛好是隱性所以呈現黑色，但在明亮處仔細觀察黑豹，能可看見像花豹一樣的花紋。","1.夜行性，單獨生活。除了母親與幼獸以外。
  2.雖然只要有適量的獵物及遮蔽處牠們能適應多種不同的環境，豹還是偏愛有樹林的地區，敏捷靈巧，善於爬樹，也會游泳但一般會避開水，不像老虎般喜愛泡水，樹棲性比較強。
  3.豹的視力及聽覺發達，常從樹上撲向獵物，有時會將到手的獵物拖回樹上。用餐時從腹部吃起，常會先吃下獵物的內臟和四肢，剩餘的食物會用厚厚的覆蓋物隱藏起來儲存在樹杈上。",肉食性：小至中型有蹄類動物。,棲地喪失、獵物減少、棲地破碎化、違法獵捕,,,,,Leopard,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic01.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic02.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic03.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DtQU7dJ5xunRtGnfRy2pENW,2017/9/29,12,,習性
馬來熊,,,,MULTIPOINT ((121.5828868 24.9943343)),熱帶雨林區,,Malayan Sun Bear,Helarctos malayanus,脊索動物門,哺乳綱,食肉目,熊科,易危 VU,緬甸、馬來半島、蘇門達臘及婆羅洲等地。,熱帶及亞熱帶的濃密森林,"1. 熊科動物中體型最小。
 2. 頭短而寬，耳朵圓而小，體色呈黑色，毛短具光澤，胸前有U型的白色或淡黃色斑塊。
 3. 四肢的爪如鐮刀狀向內彎，腳底無毛利於爬樹。
 4. 舌頭長約20-25公分長，能夠輕易地取食蜂蜜，白蟻等食物。","1.夜間活動，不冬眠。善於爬樹，白天通常在樹窩中曬太陽或睡覺，活動範圍通常離地2~7公尺。
 2.嗅覺佳，在野外馬來熊會食取各式各樣的果實，如：野生榴蓮，紅毛丹，無花果等，它們會把果實的種子也一併吞下，而這些未經消化的種子會通過它們排泄糞便的時候排出體外，使種子遠離母樹，並能夠減低種子與母樹之間的生長競爭，大大提高種子生存的機率。",雜食性：水果，棕櫚、椰子樹心，無脊椎動物(例如：馬陸、蚯蚓、甲蟲幼蟲、白蟻等)，小型哺乳類及鳥類。,棲息地的喪失、棲地破碎化、非法捕獵、非法圈養,,,,,SunBear,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic01.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic02.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic03.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DunxPKW9rKNcKSxgbWD5llr,2017/9/29,14,,
馬來貘,,,,"MULTIPOINT ((121.5827151 24.9963569), (121.5832408 24.9947719))",熱帶雨林區,,Malayan Tapir,Tapirus indicus,脊索動物門,哺乳綱,奇蹄目,貘科,瀕危 EN,分布於東南亞，從緬甸南部到泰國、馬來半島和蘇門答臘。,原始森林、次生森林、森林邊緣、沼澤,"1. 黑白相間，全身中後段為白色體毛，其餘為黑色；耳朵豎立，耳緣末端為白色。
 2. 剛出生的馬來貘寶寶深褐色的身軀，布滿白色條紋及花斑，有益於融入雨林地表層的光影裡，形成是天然的保護色，但3個月後開始，身上的褐色毛及花紋會慢慢褪去，就會跟成體的顏色一樣是黑白兩色。。","1.獨居。
 2. 短短的尾巴在噴尿時會豎起，呈開傘狀噴灑，而噴灑尿液也是一種標記領域的行為。
 3. 遇到危險時，會快速衝出叢林潛入水中，靠鼻子伸出水面呼吸或是潛入水中時間長達數十秒，直到敵人離去；若是無法逃到水裡便就地坐下，讓敵人誤以為牠是一塊大石頭而藉此逃過一劫。",草食性，如植物的嫩枝芽、樹葉、水果、草及水生植物。食性很廣，能吃將近一百種的植物。,棲地喪失、獵物減少、棲地破碎化、違法獵捕,,,,,Tapir,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic01.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic02.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic03.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DtjnpvLPFWqCBxSydCHO7HZ,2017/9/29,15,,
黑天鵝,,,,MULTIPOINT ((121.5840505 24.9940478)),熱帶雨林區,,Black Swan,Cygnus atratus,脊索動物門,鳥綱,雁形目,雁鴨科,暫無危機 LC,澳洲東南及西南部,喜愛大型湖泊及水淺的潟湖,"1.是唯一羽色為黑色的天鵝。羽翼伸展開來其初級及次級飛羽為白色。喙部呈現亮紅色，足部則是灰黑色。
 2.雄性會較雌性略大，雌性瞳孔及嘴喙較不鮮艷，呈淺紅色或淺粉紅色。幼鳥為灰褐色，嘴色較淺。","1. 黑天鵝喜愛大型湖泊及水淺的潟湖。由於非常合群，沒有一定的領域，因此有利於大繁殖群及非繁殖季的聚集。
 2. 季節性繁殖，由雄性負責築巢，繁殖時，公母共同以枯枝、樹葉築巢於漂水植物上或水邊地面上築巢。產蛋後由母鵝孵窩、公鵝警戒或換班。",幾乎完全是植物性，覓食各類的水生植物、藻類及水草。食物大致從水面獲得，也會在牧場及積水的田野覓食。,無,,,,,Swan,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic01.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic02.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic03.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Ds1PW4VehLsajDv-uIlRQ8v,2017/9/29,16,,
黑冠松鼠猴,,,,MULTIPOINT (( 121.5830852 24.9963666)),熱帶雨林區,,black-capped squirrel monkey,Saimiri boliviensis,脊索動物門,哺乳綱,靈長目,捲尾猴科,暫無危機 LC,南美洲的玻利維亞、祕魯及巴西部分地區。,生活在熱帶雨林、草原、農耕地、濕地和河流附近。,"1. 毛短而密，非常柔軟，口鼻部為黑色無毛；眼睛周圍、耳朵、喉部、頸部側面為白色；頭頂為深灰黑色，比松鼠猴的頭部黑，背部為棕色，四肢為紅棕色或黃色，腹側為灰白色，尾巴末端為黑色。
 2. 眼睛大，雙眼距離近，耳大，拇指較短，尾長，尾部末端的毛略為蓬鬆。
 3. 體長約30公分，尾長約40公分，體重約1000公克。","1. 日行性的動物；一般都是在樹上活動，偶爾也會到地面上。
 2. 群居的動物。在交配季節中，成年的雄猴會相互打鬥來建立階級制度。
 3. 叫聲變化多的靈長類動物之一，在歡迎、警戒、交配、攻擊或感到痛苦時，都會發出不同的聲音。","雜食性，以水果、草莓、堅果、花、花苞、種子、昆蟲及小型脊椎動物為食,沒有食物時也會喝花蜜。",,,,,,,黑冠松鼠猴,http://www.zoo.gov.tw//iTAP/03_Animals/RainForest/Black-capped%20Squirrel%20Monkey/Black-capped%20Squirrel%20Monkey_1.jpg,黑冠松鼠猴,http://www.zoo.gov.tw//iTAP/03_Animals/RainForest/Black-capped%20Squirrel%20Monkey/Black-capped%20Squirrel%20Monkey_2.jpg,黑冠松鼠猴,http://www.zoo.gov.tw//iTAP/03_Animals/RainForest/Black-capped%20Squirrel%20Monkey/Black-capped%20Squirrel%20Monkey_3.jpg,,,,,,,,,,,,,,########,,,
棕頭蜘蛛猴,,,棕頭蜘蛛猴,MULTIPOINT ((121.5825773 24.9967113)),熱帶雨林區,,Brown-headed Spider Monkey,Ateles fusciceps,脊索動物門,哺乳綱,靈長目,蜘蛛猴科,瀕危 EN,巴拿馬南部、厄瓜多北部及哥倫比亞。,棲息在雨林或山區的森林中,"1. 深黑色毛髮較粗糙，頭部小鬍鬚顯著，臉部皮膚為黑色。
 2. 大姆指退化拿東西不太靈活，四肢修長很適合掛在樹上。
 3. 尾巴末端內側部長毛，能執握且觸覺靈敏，常會看到牠用一隻腳和尾巴懸掛在樹枝上，就像第5隻手一樣。","1. 蜘蛛猴是日行性群居動物，棲息在雨林或山區的森林中，通常在樹冠頂層的樹之間穿梭，非常地靈活。
 2. 交配季節並不明顯，約2-4年生下一胎。",以水果為主食，也會吃堅果、種子、花及花苞、樹葉、昆蟲、蜘蛛及鳥蛋。,,,,,,,棕頭蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Ateles fusciceps/Ateles fusciceps_Pic01.jpg,棕頭蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Ateles fusciceps/Ateles fusciceps_Pic02.jpg,棕頭蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Ateles fusciceps/Ateles fusciceps_Pic03.jpg,棕頭蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Ateles fusciceps/Ateles fusciceps_Pic04.jpg,,,,,,,,,,,,,,,
笑翠鳥,,,笑鴗,MULTIPOINT ((121.5827151 24.9963569),熱帶雨林區,,Laughing Kookaburra,Dacelo novaeguineae,脊索動物門,鳥綱,佛法僧目,翡翠科,暫無危機 LC,主要棲息於澳洲東部及西南部,生活在濕冷的中等或茂密的林地,"1. 所屬的科中體型最大的一種，頭及胸圍的羽毛為米色或白色，翅膀則為棕黑色，翅膀外側有淺藍色的斑紋，頭上有棕色條帶由鳥喙向上延伸到頭頂及穿過眼睛延伸到臉頰處
 2. 嘴呈船型。
 3. 體型上母鳥會略大於公鳥，公鳥通常在尾巴基部帶有藍色，公母鳥的尾巴都有紅色及黑色的條狀斑紋且尖端為白色。","1. 領域性很強，叫聲通常發生在清晨或黃昏的時候，通常宣示領域、緊張或興奮的時候會叫，叫聲似人類狂笑的聲音，故稱笑翠鳥。
 2. 群居動物，通常一個群體由1~5個家庭組成，雛鳥長大會幫忙照顧新生的弟弟妹妹。
 3. 笑翠鳥獵食方式，通常會站在高處靜止不動，等待獵物經過，再以俯衝的方式用鳥喙抓住獵物，接著再飛回高處，並將獵物甩向樹幹數次來殺死及軟化，吞食時先從頭，再來是身體。",嚙齒類動物、蜥蜴、蛇、大型昆蟲以及魚類為主食,棲地喪失、棲地破碎化,,,,,,笑翠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/LaughingKookaburra_LK/LaughingKookaburra01.jpg,笑翠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/LaughingKookaburra_LK/LaughingKookaburra02.jpg,,,,,,,,,,,,,,,,,,,
黑掌蜘蛛猴,,,,MULTIPOINT ((121.5827383 24.9967356)),熱帶雨林區,,Geoffroy's Spider Monkey,Ateles geoffroyi,脊索動物門,哺乳綱,靈長目,蜘蛛猴科,瀕危 EN,墨西哥以南的中美洲地區,主要生活於南美洲熱帶雨林樹冠層的頂端,"1. 雙臂比腿還長且更有力，尾巴能夠靈巧捲住樹枝，像是第五隻手一般。
 2. 雌性具有膨大的陰蒂，常被誤認為雄性。","1.主要生活在樹冠層，主要覓食時間集中在清晨。
 2.靈巧捲住樹枝的尾巴；牠的拇指退化，但其他手指長而有力，這些特性讓牠們可以適應在雨林的樹枝間擺盪移動。",以水果和堅果為主食，也吃樹葉、小昆蟲、鳥蛋和蜂蜜。,,,,,,AtelesGeoffroyi,黑掌蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesGeoffroyi/AtelesGeoffroyi_Pic01.jpg,黑掌蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesGeoffroyi/AtelesGeoffroyi_Pic02.jpg,黑掌蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesGeoffroyi/AtelesGeoffroyi_Pic03.jpg,黑掌蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesGeoffroyi/AtelesGeoffroyi_Pic04.jpg,,,,,,,,,,,,########,,,
水豚,,,,MULTIPOINT ((121.5827115 24.9967356)),熱帶雨林區,,Capybara,Hydrochoerus hydrochaeris,脊索動物門,哺乳綱,囓齒目,豚鼠科,暫無危機 LC,南美洲的巴西及鄰近國家等區域。,主要分布在南美洲的河流、水塘和草澤等水域。,"1. 水豚是世界上最大的囓齒動物，體重甚至可以高達70公斤。
 2. 前腳略短於後腿，腳掌呈部分蹼狀。","1. 看起來笨重，其實牠們身手矯捷，在陸地上奔跑的速度很快，在水中敏捷的身手也十分出色。
 2. 通常由一隻優勢的雄性領導10-20隻個體組成家族。",以水生植物、樹皮、青草及果實維生。,雖然人們時常獵殺水豚取其肉以及毛皮，好在水豚繁殖很快，大多也都居住在受到保護的地區，目前屬於無危物種。,,,,,Capybara,水豚,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Capybara/Capybara_Pic01.jpg,水豚,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Capybara/Capybara_Pic02.jpg,水豚,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Capybara/Capybara_Pic03.jpg,水豚,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Capybara/Capybara_Pic04.jpg,,,,,,,,,,,https://youtu.be/pobwDQj3AQA,########,,,
大食蟻獸,,,,MULTIPOINT ((121.5824110 24.9967502)),熱帶雨林區,,Giant anteater,Myrmecophaga tridactyla,脊索動物門,哺乳綱,披毛目,食蟻獸科,易危 VU,中美洲的宏都拉斯到南美洲的阿根廷北部區域。,主要生活在草原、森林中。,"1. 體長約180至200公分，體重能達到30~60公斤。
 2. 頭部細長，眼睛耳朵都非常小，吻部看似長管狀。
 3. 尾部像掃把般長而華麗，毛長而堅硬，幫助身體平衡。","1. 雖然沒有牙齒，但卻擁有超過60公分長的舌頭，取食螞蟻及小型無脊椎動物。
 2. 睡覺時會用尾巴當被子蓋住身體。",螞蟻、白蟻及小型無脊椎動物為主食。,,,,,,Giantanteater,大食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Giantanteater/Giantanteater_Pic01.jpg,大食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Giantanteater/Giantanteater_Pic02.jpg,大食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Giantanteater/Giantanteater_Pic03.jpg,大食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Giantanteater/Giantanteater_Pic04.jpg,,,,,,,,,,,https://youtu.be/daxcXCwU0Gc,########,,,
南美小食蟻獸,,,,MULTIPOINT ((121.5826846 24.9964779)),熱帶雨林區,,Southern Tamandua,Tamandua tetradactyla,脊索動物門,哺乳綱,披毛目,食蟻獸科,暫無危機 LC,南美洲巴西及鄰近國家等區域。,靠近溪流的地面層及灌木層。,"1. 體長30至80公分，尾長40至70公分。
 2. 依地理位置不同有不同變化，毛色有淺黃的亞麻仁色、褐棕色或灰白色。
 3. 擁有小眼睛和大耳朵，鼻端很長並且彎曲，前端有與鉛筆一樣寬的小開口，可以伸出長舌來舔食螞蟻。
 4. 攀爬時尾巴就像第五隻手一樣有抓握能力。","1. 喜歡在傍晚活動，善於爬樹。
 2. 會用粗壯的前肢和長爪搗壞蟻丘。
 3. 視力不佳，主要利用聽覺、嗅覺找白蟻和螞蟻，或者蜜蜂和蜂蜜來吃。
 4. 白天常常在睡覺。",以螞蟻和白蟻為主食。,,,,,,SouthernTamandua,南美小食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SouthernTamandua/SouthernTamandua_Pic01.jpg,南美小食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SouthernTamandua/SouthernTamandua_Pic02.jpg,南美小食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SouthernTamandua/SouthernTamandua_Pic03.jpg,南美小食蟻獸,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SouthernTamandua/SouthernTamandua_Pic04.jpg,,,,,,,,,,,https://youtu.be/zjZjpUMMIGI,########,,,
白面捲尾猴,,,,MULTIPOINT ((121.5829153 24.9964244)),熱帶雨林區,,White-fronted capuchin,Cebus capucinus,脊索動物門,哺乳綱,靈長目,捲尾猴科,暫無危機 LC,中美洲巴拿馬、南美洲哥倫比亞及厄瓜多的沿岸地區。,居住在樹冠層,"1. 面部、喉部及胸部為白色，其餘部份為黑色，身體及尾巴部分毛髮濃密。
 2. 尾巴可執握，平常都捲起來。(半執握能力，可做支撐用，不能執握物品)",白面捲尾猴是日行性的動物，生活在樹上，可以適應各種不同的森林，不論是次生林，或是海邊的紅樹林都可以棲息。,雜食性，吃水果、漿果、堅果、種子、花及花苞、樹葉、樹皮、昆蟲、蜘蛛、小型脊椎動物及鳥蛋等，棲息在海邊的個體還會吃蟹及貝類。,,,,,,CebusCapucinus,白面捲尾猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/CebusCapucinus/CebusCapucinus_Pic01.jpg,白面捲尾猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/CebusCapucinus/CebusCapucinus_Pic02.jpg,白面捲尾猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/CebusCapucinus/CebusCapucinus_Pic03.jpg,白面捲尾猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/CebusCapucinus/CebusCapucinus_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Du2Bl3F0KoP2HgRnOQN3mAS,########,,,
棕蜘蛛猴,,,,MULTIPOINT ((121.5828509 24.9966918)),熱帶雨林區,,Brown spider monkey,Ateles hybridus,脊索動物門,哺乳綱,靈長目,蜘蛛猴科,極危 CR,南美洲的哥倫比亞以及委內瑞拉部分區域。,熱帶雨林樹冠層。,"1. 身體的毛色從淺棕色道深色都有，大多數個體額頭上都有白色的三角形。
 2. 細長的四肢和強而有力的尾巴，幫助牠們能夠輕鬆地在樹林間移動。
 3. 前肢拇指退化僅剩骨節的痕跡，只剩四指。",高度社會化群居的棕蜘蛛猴，在白天活動，大家族會分成數個小群體出去覓食。,主食為果實，但在乾季食物較少時，也會吃葉子、花朵、樹皮，或是白蟻。,"棕蜘蛛猴是歐洲動物園暨水族館協會域外計畫（EAZA Ex-situ Programe, EEP）的物種之一，牠們的族群狀態被IUCN列為極危（CR），目前在野外的數量不明，全球的域外族群則不到200隻，因此亟需更多的保育機構一同參與族群管理計畫，以擴大域外族群，成為未來再引入計畫的保險族群。",,,,,,棕蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesHybridus/AtelesHybridus_Pic01.jpg,棕蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesHybridus/AtelesHybridus_Pic02.jpg,棕蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesHybridus/AtelesHybridus_Pic03.jpg,棕蜘蛛猴,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AtelesHybridus/AtelesHybridus_Pic04.jpg,,,,,,,,,,,,,,,
食蟹獴,,,棕簑貓,MULTIPOINT ((121.5834786 24.9953451)),熱帶雨林區,,Crab-eating Mongoose,Herpestes urva,脊索動物門,哺乳綱,食肉目,?科,暫無危機 LC,尼泊爾至中國大陸南部及東部，中南半島、海南島及臺灣。,低至中海拔山區森林中及溪流水域附近。主要棲息在海拔 2600 公尺以下的不同環境，包括闊葉林、針葉林、針闊葉混合林的人工林,"1. 口鼻尖，身軀細長，軀幹中央部份略膨大，從頭部兩側到肩部有明顯的白色條紋。
 2. 四肢短，腳趾間有蹼；肛門附近有臭腺，會散發特殊氣味。
 3. 毛粗長而篷鬆，末端有如披戴著簑衣，故又名棕簑貓。","1. 生性機警，一般在野外較難發現蹤跡。排遺呈短棒狀，內含物多為大量之甲殼類或昆蟲類碎片，常排放於溪邊，明顯易見。
 2. 水質要求高，屬於指標型生物。
 3. 善於游泳、潛水，主要棲息在溪流附近的森林中，以岩洞或自掘之洞穴為居所。
 4. 活動時間為清晨或傍晚，行蹤路線固定。通常為單隻活動，2 隻以上者多為母獸帶幼獸。",鼠類、蛇、蛙、魚等脊椎動物，以及淡水蟹蝦、蝸牛、大型昆蟲等無脊椎動物，但主要以甲殼類與昆蟲為主。,溪流生態的破壞及河川污染、捕獸夾、野犬,,,,,Mongoose,食蟹獴,http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Mongoose/Mongoose_Pic01.jpg,食蟹獴,http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Mongoose/Mongoose_Pic02.jpg,食蟹獴,http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Mongoose/Mongoose_Pic03.jpg,食蟹獴,http://www.zoo.gov.tw/iTAP/03_Animals/FormosanArea/Mongoose/Mongoose_Pic04.jpg,,,,,,,,,,,,########,261,,
